Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,Difficulty
acquittal,9,249,5.52,905.54,0.39,321.68,26.0,0.81,0.7568041472897766
acquitted,9,608,6.41,802.06,0.16,307.03,33.0,1.0,0.5312190287413281
acre,4,1554,7.35,723.0,-0.2,183.57,32.0,0.97,0.31259688445020456
acreage,7,231,5.44,1018.0,1.15,420.15,6.0,0.19,0.8702701329064064
acres,5,3930,8.28,679.03,-0.29,172.46,33.0,0.97,0.17986836420929583
acrid,5,111,4.71,762.29,0.17,290.2,17.0,0.52,0.6229320728825188
acrimonious,11,113,4.73,1115.45,0.97,426.13,11.0,0.33,0.9438387842748596
acrimony,8,89,4.49,784.5,0.21,222.5,12.0,0.36,0.6737312901832228
acrobat,7,2449,7.8,755.88,-0.16,293.13,33.0,0.97,0.3242357246321567
acrobatic,9,167,5.12,832.78,0.21,313.76,32.0,0.97,0.6917994460115372
acrobatics,10,401,5.99,958.93,0.49,436.04,30.0,0.94,0.7874768112627379
acrobats,8,66,4.19,715.18,-0.18,234.64,33.0,1.0,0.5949022896495642
acronym,7,1966,7.58,831.33,0.26,248.16,27.0,0.79,0.46845061116617115
acropolis,9,109,4.69,905.0,0.31,320.57,25.0,0.78,0.8078829000533658
across,6,62336,11.04,589.47,-0.58,196.12,34.0,1.0,0.016009758328886178
acrylic,7,844,6.74,782.81,0.04,255.78,32.0,0.97,0.4668496353332825
act,3,72216,11.19,635.18,-0.56,284.1,33.0,1.0,0.026098447307565244
acted,5,4894,8.5,652.76,-0.47,201.46,33.0,0.97,0.1367182536657264
acting,6,16012,9.68,584.81,-0.72,140.15,32.0,0.97,0.03928743869279053
action,6,77756,11.26,564.13,-0.8,148.68,32.0,1.0,0.00927549490483088
actions,7,29726,10.3,643.75,-0.53,260.29,32.0,1.0,0.05168864831897538
activate,8,3486,8.16,657.35,-0.45,195.9,34.0,0.97,0.1623846916215598
activated,9,3246,8.09,752.13,-0.23,368.86,32.0,1.0,0.2936901222332342
activating,10,655,6.48,700.47,-0.32,202.58,34.0,0.94,0.3538156590683845
activation,10,1918,7.56,806.54,0.19,288.92,35.0,1.0,0.42824832914030136
active,6,35565,10.48,632.74,-0.59,216.67,35.0,1.0,0.040659703692409344
actively,8,7101,8.87,703.78,-0.3,224.93,32.0,0.94,0.169754262915809
activism,8,1558,7.35,653.09,-0.4,209.95,33.0,0.97,0.2131330842926482
activist,8,3525,8.17,697.69,-0.24,243.33,32.0,1.0,0.21051561586744938
activities,10,32765,10.4,713.27,-0.3,362.61,30.0,0.91,0.09476252191812153
activity,8,26484,10.18,714.84,-0.37,283.83,31.0,1.0,0.1070874945998831
actor,5,10471,9.26,539.97,-0.83,144.54,33.0,0.97,0.030698076287769053
actors,6,7249,8.89,647.87,-0.45,248.86,31.0,0.94,0.11204289598739549
actress,7,4996,8.52,687.53,-0.49,254.19,34.0,1.0,0.17382023328504995
actresses,9,1663,7.42,860.76,0.24,233.95,33.0,0.97,0.5338619094813346
acts,4,19423,9.87,590.34,-0.64,228.74,35.0,1.0,0.0372290411933623
actual,6,40919,10.62,623.32,-0.63,206.76,34.0,0.97,0.03318848313892912
actualities,11,38,3.64,833.86,0.15,437.0,28.0,0.85,0.7959899367233362
actuality,9,950,6.86,829.0,0.05,314.57,34.0,1.0,0.5337602602221037
actually,8,196457,12.19,647.27,-0.44,261.29,33.0,1.0,0.014561256384844096
actuary,7,49,3.89,711.67,0.08,234.1,18.0,0.55,0.6170110035323118
acuity,6,228,5.43,862.47,0.22,316.5,15.0,0.56,0.7085461614698483
acupuncture,11,525,6.26,853.2,0.32,361.82,30.0,0.91,0.627811237325608
acute,5,2427,7.79,649.53,-0.45,235.96,34.0,1.0,0.17786079133948313
acutely,7,332,5.81,818.93,0.22,321.29,30.0,0.91,0.614800132144037
acuteness,9,19,2.94,874.47,0.32,325.4,32.0,0.94,0.8687708063327488
ad,2,43254,10.67,740.94,-0.3,300.43,33.0,0.94,0.1057660542298798
ada,3,15432,9.64,882.82,0.46,319.06,17.0,0.49,0.35905059591878224
adage,5,503,6.22,769.85,0.38,209.04,13.0,0.41,0.4948031816218139
adam,4,19626,9.88,602.12,-0.58,150.23,33.0,0.94,0.04180325785875835
adamant,7,624,6.44,823.0,0.2,233.97,21.0,0.66,0.5626794744733298
adamantly,9,329,5.8,836.0,0.42,201.92,20.0,0.65,0.6407461055627557
adapt,5,3389,8.13,660.36,-0.56,228.18,33.0,1.0,0.16815328708292038
adaptability,12,229,5.43,893.61,0.45,273.62,28.0,0.9,0.7484689080328327
adaptable,9,802,6.69,899.62,0.08,476.72,29.0,0.85,0.660389824909151
adaptation,10,2000,7.6,804.5,0.09,257.4,32.0,0.94,0.419862265253742
adaptations,11,510,6.23,825.94,0.03,257.89,32.0,0.94,0.5874818937256995
adapted,7,3098,8.04,684.82,-0.42,287.42,33.0,1.0,0.20355264161012426
adapter,7,15074,9.62,813.59,0.01,341.63,34.0,1.0,0.2561307209473711
adapters,8,4651,8.44,811.64,0.1,286.16,33.0,0.97,0.3539427206424233
adapting,8,729,6.59,754.36,-0.29,308.18,33.0,1.0,0.432975019694544
add,3,113856,11.64,657.55,-0.58,323.29,33.0,1.0,0.0250311300856395
added,5,62085,11.04,644.0,-0.56,192.97,33.0,1.0,0.031994104342964604
addendum,8,1340,7.2,936.31,0.52,221.44,16.0,0.48,0.671215471017255
adder,5,351,5.86,732.0,0.18,180.93,17.0,0.49,0.4651470102411629
addict,6,1887,7.54,600.9,-0.7,151.83,31.0,0.97,0.13969149449823384
addicted,8,2311,7.75,661.73,-0.43,141.79,33.0,1.0,0.19465833142740974
addiction,9,3437,8.14,628.29,-0.46,209.47,35.0,0.97,0.13310970496302507
addicts,7,1909,7.55,722.97,-0.24,313.9,32.0,1.0,0.29592640593631675
adding,6,24066,10.09,648.36,-0.46,231.35,33.0,1.0,0.061548626464384644
addition,8,46938,10.76,601.69,-0.58,187.71,29.0,0.91,0.022972732586211277
additional,10,56018,10.93,678.94,-0.3,202.68,33.0,0.97,0.05140911285609006
additionally,12,6651,8.8,820.39,0.13,365.74,33.0,0.97,0.3359508017585322
additions,9,9274,9.13,718.52,-0.04,294.46,33.0,0.97,0.16977967523061677
additive,8,903,6.81,711.35,-0.09,206.42,31.0,0.97,0.3418718711087393
additives,9,1265,7.14,782.39,-0.06,306.12,33.0,0.97,0.42740972275164546
addle,5,7,1.95,1107.13,0.29,717.3,8.0,0.24,0.982516327412264
address,7,221551,12.31,582.3,-0.67,136.64,33.0,1.0,0.004599628980203807
addressed,9,12135,9.4,673.31,-0.54,216.5,35.0,1.0,0.1090442428400803
addressee,9,230,5.44,944.86,0.55,319.52,22.0,0.67,0.8049096592208584
addressees,10,100,4.61,763.76,-0.05,290.82,29.0,0.91,0.6338339559350461
addresses,9,35300,10.47,757.77,-0.27,241.02,31.0,0.97,0.13064471042667278
addressing,10,7146,8.87,689.76,-0.36,261.86,33.0,1.0,0.15430357551269344
adds,4,11870,9.38,632.21,-0.47,169.82,34.0,1.0,0.0776854463673096
adduce,6,87,4.47,748.67,-0.04,106.37,3.0,0.1,0.6228050113084801
adele,5,212,5.36,881.29,0.23,302.9,21.0,0.64,0.738126095906076
adept,5,1754,7.47,759.21,-0.14,318.26,24.0,0.75,0.3578053924932022
adequacy,8,407,6.01,780.64,0.15,250.69,28.0,0.9,0.533506137074026
adequate,8,8178,9.01,674.69,-0.28,134.68,32.0,0.97,0.13008563950090213
adequately,10,2873,7.96,698.24,-0.29,204.12,25.0,0.86,0.22675408502960534
adhere,6,1932,7.57,720.67,-0.21,216.08,30.0,0.94,0.290488170567457
adhered,7,387,5.96,781.91,0.16,313.16,22.0,0.67,0.5402404004980814
adherence,9,903,6.81,880.56,0.27,356.79,25.0,0.78,0.6219155802902087
adherent,8,143,4.96,823.79,0.04,355.74,24.0,0.75,0.6919519199003837
adherents,9,692,6.54,912.07,0.5,356.44,27.0,0.84,0.690045996289802
adheres,7,263,5.57,822.82,0.14,214.61,28.0,0.9,0.6405682193591015
adhesion,8,377,5.93,912.42,0.27,366.84,24.0,0.71,0.7365251200731875
adhesive,8,938,6.84,787.21,-0.06,303.13,33.0,0.97,0.46476582551904655
adhesives,9,160,5.08,766.38,0.07,310.99,29.0,0.85,0.5963253792787985
adieu,5,142,4.96,900.14,0.35,226.07,22.0,0.65,0.7870448019110061
adios,5,494,6.2,746.42,0.0,161.26,19.0,0.56,0.4573454295951818
adipose,7,124,4.82,887.36,0.52,267.85,14.0,0.44,0.7817844527458007
adirondack,10,352,5.86,981.1,0.81,234.25,10.0,0.33,0.8175141673655053
adirondacks,11,119,4.78,917.21,0.82,355.97,14.0,0.41,0.8143122156997281
adjacent,8,3297,8.1,748.12,-0.09,241.74,33.0,1.0,0.28710833269802544
adjectival,10,39,3.66,1051.0,0.99,311.83,10.0,0.34,0.9420345099235089
adjective,9,1045,6.95,671.35,-0.41,266.38,31.0,0.94,0.2686081675179792
adjectives,10,618,6.43,749.84,-0.18,196.43,32.0,0.97,0.44128484663668016
adjoin,6,10,2.3,907.9,0.27,378.8,21.0,0.64,0.9123021015984346
adjoined,8,18,2.89,754.28,-0.1,306.96,29.0,0.85,0.7543391527534243
adjoining,9,627,6.44,809.74,0.2,311.93,31.0,0.91,0.5411044192015451
adjoins,7,33,3.5,891.85,0.25,430.46,27.0,0.82,0.8584534065207999
adjourn,7,167,5.12,733.67,-0.1,193.05,30.0,0.94,0.538918960128078
adjourned,9,221,5.4,890.55,0.14,451.83,31.0,0.91,0.7466392213666743
adjourning,10,7,1.95,820.21,0.28,202.0,28.0,0.85,0.8701938959619832
adjournment,11,104,4.64,977.61,0.31,490.31,28.0,0.85,0.8741073924423776
adjourns,8,11,2.4,863.0,0.21,297.92,25.0,0.76,0.8827475794770145
adjudge,7,11,2.4,784.6,-0.05,223.14,5.0,0.15,0.8168026225508882
adjudged,8,64,4.16,878.27,0.8,240.97,11.0,0.35,0.8106274300526035
adjudging,9,2,0.69,1019.43,1.15,388.52,7.0,0.22,0.9799242713018729
adjudicate,10,117,4.76,1062.19,0.9,456.57,21.0,0.68,0.9189093034484511
adjudication,12,219,5.39,975.56,0.87,302.64,16.0,0.62,0.8378948438413255
adjunct,7,746,6.61,758.2,-0.07,215.22,25.0,0.81,0.43798124571167185
adjuncts,8,110,4.7,791.69,0.02,319.11,29.0,0.83,0.666946202129552
adjure,6,10,2.3,817.1,0.04,311.75,21.0,0.66,0.8532947066148255
adjust,6,8566,9.06,656.0,-0.53,216.57,30.0,0.91,0.11064521867296892
adjustable,10,2555,7.85,725.27,-0.18,217.8,33.0,1.0,0.27313155955375973
adjusted,8,4511,8.41,687.24,-0.24,170.92,34.0,1.0,0.18096109374602934
adjusting,9,2340,7.76,721.33,-0.25,323.13,33.0,0.97,0.2749612462199182
adjustment,10,4675,8.45,652.41,-0.35,157.15,29.0,0.91,0.13964066986861834
adjustments,11,2653,7.88,788.23,-0.04,341.9,31.0,0.97,0.3670808873980331
adjusts,7,587,6.38,748.89,-0.17,271.35,35.0,1.0,0.44415643820995654
adlai,5,168,5.12,1131.5,0.41,840.75,2.0,0.06,0.9410688419608142
administer,10,2314,7.75,832.74,0.01,341.6,31.0,0.97,0.45485502274402173
administered,12,3042,8.02,772.19,0.01,260.73,32.0,1.0,0.33005514472313285
administering,13,1323,7.19,850.85,0.18,298.08,26.0,0.81,0.538817310868847
administers,11,385,5.95,852.55,0.1,421.94,33.0,0.94,0.6525628319483622
administration,14,29660,10.3,954.27,0.29,559.6,33.0,1.0,0.4152880485883459
administrative,14,9480,9.16,1009.93,0.5,451.77,30.0,0.97,0.6166298188101954
administratively,16,96,4.56,1010.45,0.89,340.28,29.0,0.94,0.8983507407689767
administrator,13,23369,10.06,883.53,0.28,428.33,34.0,1.0,0.3234987675027318
administrators,14,7066,8.86,824.07,0.39,291.99,30.0,0.97,0.33630657416584075
admirable,9,992,6.9,807.97,0.03,312.24,32.0,0.94,0.4939137506035425
admirably,9,417,6.03,710.06,-0.27,194.34,31.0,0.94,0.4115016136819903
admiral,7,4919,8.5,705.94,-0.37,197.1,32.0,0.97,0.19669131661203018
admirals,8,250,5.52,779.23,-0.11,298.56,31.0,0.94,0.5764275367843257
admiralty,9,252,5.53,936.35,0.53,518.34,20.0,0.67,0.7906787629285151
admiration,10,1381,7.23,857.83,0.04,447.07,29.0,0.88,0.546313943737135
admire,6,3160,8.06,621.03,-0.62,241.92,35.0,1.0,0.13031435033417194
admired,7,1365,7.22,699.21,-0.34,237.87,33.0,1.0,0.2882518868643745
admirer,7,417,6.03,891.61,-0.01,555.43,31.0,0.94,0.7017610734161774
admirers,8,364,5.9,744.64,-0.12,278.52,33.0,0.97,0.4836725877360169
admires,7,250,5.52,594.84,-0.66,199.09,31.0,0.97,0.2757236156641508
admiring,8,622,6.43,659.23,-0.36,153.49,31.0,0.94,0.29551980889939267
admiringly,10,34,3.53,840.57,0.27,319.37,30.0,0.97,0.8090264542197149
admissible,10,366,5.9,895.97,0.2,405.22,29.0,0.88,0.7176437701710249
admission,9,6004,8.7,694.71,-0.33,203.77,34.0,0.97,0.1703895707860029
admissions,10,1744,7.46,685.88,-0.32,242.45,32.0,0.94,0.2484816141902366
admit,5,27202,10.21,574.65,-0.62,149.31,34.0,1.0,0.024294172956214583
admits,6,2676,7.89,636.77,-0.59,162.67,31.0,0.91,0.1569210439378923
admittance,10,329,5.8,743.27,-0.04,247.36,33.0,0.97,0.49000025412314807
admitted,8,8428,9.04,774.39,-0.19,384.38,33.0,0.97,0.2474397092831186
admittedly,10,4176,8.34,934.23,0.3,523.64,26.0,0.79,0.5687021930827679
admitting,9,2277,7.73,698.92,-0.43,211.81,36.0,1.0,0.24563543493176793
admixed,7,1,0.0,1052.2,0.88,347.48,5.0,0.15,0.9894538893547813
admonish,8,140,4.94,780.59,-0.07,316.76,22.0,0.71,0.6307590658433077
admonished,10,255,5.54,947.92,0.54,427.4,26.0,0.81,0.8020634799623898
admonishing,11,62,4.13,895.2,0.27,348.67,25.0,0.78,0.8296612538436127
admonishments,13,39,3.66,923.14,0.66,324.68,21.0,0.7,0.8747681126273792
admonition,10,298,5.7,904.15,0.79,290.67,20.0,0.71,0.7426240756270489
admonitions,11,93,4.53,869.42,0.51,305.24,19.0,0.61,0.7800055907092577
ado,3,662,6.5,829.24,0.17,232.88,17.0,0.53,0.56766028817565
adobe,5,6956,8.85,770.23,0.07,285.33,30.0,0.94,0.25651190566948745
adolescence,11,788,6.67,695.06,-0.4,246.24,32.0,0.97,0.32919112601966916
adolescent,10,1523,7.33,780.13,0.08,247.3,31.0,0.97,0.40570760590582194
adolescents,11,872,6.77,703.44,-0.08,196.01,34.0,1.0,0.3331808594444868
adolf,5,1324,7.19,815.65,-0.05,395.99,31.0,0.97,0.48001321440370004
adonis,6,496,6.21,779.41,0.12,221.44,17.0,0.5,0.5120835556910879
adopt,5,5702,8.65,614.41,-0.59,134.86,34.0,1.0,0.09491499580696805
adopted,7,9446,9.15,649.76,-0.46,226.54,33.0,1.0,0.10126807450890701
adopting,8,1825,7.51,630.33,-0.41,200.81,33.0,0.97,0.17384564559985768
adoption,8,8651,9.07,687.85,-0.4,242.62,33.0,1.0,0.1400726792203502
adopts,6,452,6.11,696.47,-0.46,334.4,34.0,1.0,0.3809560112830678
adorable,8,935,6.84,787.06,-0.04,265.02,33.0,0.97,0.4645879393153922
adoration,9,432,6.07,801.2,0.03,275.59,30.0,0.91,0.5609514370664024
adore,5,1059,6.97,737.55,-0.36,433.45,33.0,0.97,0.36893598637899927
adored,6,356,5.87,677.69,-0.28,210.96,32.0,0.97,0.37262077202612387
adores,6,216,5.38,722.26,-0.36,329.43,31.0,0.89,0.49475235699219844
adorn,5,121,4.8,732.6,-0.23,251.57,30.0,0.91,0.567024980305456
adorned,7,259,5.56,729.44,-0.27,224.19,27.0,0.82,0.48977154328987826
adornment,9,241,5.48,965.5,0.7,443.29,28.0,0.82,0.8233844120860969
adorns,6,49,3.89,792.04,0.1,289.89,27.0,0.77,0.7311377093339432
adrenal,7,343,5.84,867.22,0.32,294.88,27.0,0.79,0.6824731264770908
adrenalin,9,322,5.77,858.96,0.45,269.56,25.0,0.76,0.6770603034230388
adrian,6,5332,8.58,838.78,0.05,230.88,27.0,0.79,0.3847678585042312
adriatic,8,295,5.69,900.89,0.42,323.43,18.0,0.6,0.7392188254428096
adrift,6,237,5.47,835.32,0.1,289.17,28.0,0.82,0.6669970267591675
adroit,6,43,3.76,884.78,0.34,394.77,9.0,0.28,0.83908922263729
adroitness,10,3,1.1,885.82,0.62,434.82,11.0,0.33,0.933495972148103
ads,3,26673,10.19,675.4,-0.34,278.99,30.0,0.88,0.0759574089603822
adsorbed,8,91,4.51,728.13,-0.05,243.28,15.0,0.45,0.5869228227999288
adsorbs,7,13,2.56,847.6,0.35,355.02,15.0,0.47,0.865213082259663
adulation,9,181,5.2,942.42,0.6,351.46,19.0,0.68,0.8158369545881934
adult,5,25223,10.14,546.3,-0.79,167.82,33.0,1.0,0.017763208050621333
adulterant,10,5,1.61,955.06,0.92,303.72,17.0,0.59,0.9507255215877615
adulterate,10,19,2.94,1083.39,0.8,375.38,23.0,0.72,0.9663540951945313
adulterated,11,65,4.17,914.07,0.62,298.74,29.0,0.91,0.8446291072653808
adulterer,9,89,4.49,969.72,0.51,489.58,25.0,0.76,0.8744631648496861
adulterers,10,157,5.06,923.7,0.37,292.7,27.0,0.87,0.8053416685725903
adulteress,10,55,4.01,854.65,0.47,333.19,26.0,0.84,0.7958374628344896
adulterous,10,145,4.98,933.2,0.35,403.74,30.0,0.94,0.8194709156057025
adultery,8,1228,7.11,586.7,-0.55,120.29,33.0,0.97,0.15005971893979822
adulthood,9,874,6.77,639.7,-0.39,166.3,33.0,1.0,0.23897740845213591
adults,6,11743,9.37,561.53,-0.86,145.11,32.0,1.0,0.03710197961932352
advance,7,79091,11.28,626.66,-0.62,239.9,32.0,1.0,0.021905415364285533
advanced,8,36516,10.51,637.32,-0.59,200.2,34.0,1.0,0.04157454702548855
advancement,11,4106,8.32,633.77,-0.48,159.46,35.0,1.0,0.12807806663108942
advancements,12,397,5.98,907.24,0.23,427.92,33.0,1.0,0.7270463266498945
advances,8,4615,8.44,671.41,-0.44,183.12,34.0,1.0,0.1604279433813626
advancing,9,2081,7.64,733.03,-0.27,266.54,32.0,0.97,0.3032197402861427
advantage,9,33506,10.42,662.94,-0.47,266.43,32.0,0.94,0.0589819826688013
advantageous,12,1034,6.94,993.68,0.65,394.4,28.0,0.93,0.766130466824223
advantageously,14,35,3.56,1083.64,1.05,469.39,28.0,0.9,0.9570786002897004
advantages,10,9900,9.2,778.15,-0.18,267.26,33.0,1.0,0.24022261187771593
advent,6,1976,7.59,681.88,-0.44,221.18,33.0,0.97,0.2328784528982745
adventitious,12,18,2.89,954.22,0.99,271.34,9.0,0.38,0.918096109374603
adventure,9,12865,9.46,631.23,-0.46,193.11,31.0,0.94,0.0737211252572997
adventurers,11,1168,7.06,870.61,0.37,373.01,31.0,0.94,0.5834159233564585
adventures,10,9517,9.16,761.15,-0.15,308.07,33.0,1.0,0.2202739447536276
adventuring,11,224,5.41,824.5,0.34,275.75,28.0,0.88,0.6565525653731799
adventurous,11,1068,6.97,916.21,0.36,400.85,29.0,0.91,0.661635028334731
adverb,6,149,5.0,679.62,-0.41,239.67,34.0,1.0,0.45945465172422556
adverbial,9,88,4.48,911.38,0.74,270.95,16.0,0.52,0.8262305913445656
adverbs,7,184,5.21,761.21,-0.14,296.31,34.0,0.97,0.575766816599324
adversaries,11,414,6.03,852.53,0.28,274.47,30.0,0.91,0.646133516302
adversary,9,735,6.6,790.03,-0.1,312.64,31.0,0.97,0.4923381870854616
adverse,7,3099,8.04,642.94,-0.33,160.93,34.0,0.97,0.1545068740311555
adversely,9,903,6.81,816.58,-0.01,298.37,31.0,0.91,0.5169118955045615
adversity,9,321,5.77,752.38,-0.06,207.28,32.0,1.0,0.5086783055068487
advert,6,902,6.8,768.56,-0.07,276.5,32.0,0.94,0.43701557774897715
advertise,9,7631,8.94,667.42,-0.37,191.88,33.0,1.0,0.12683286320550938
advertised,10,6189,8.73,723.03,-0.14,184.23,34.0,1.0,0.20230743818454422
advertisement,13,4858,8.49,798.94,0.05,334.82,33.0,1.0,0.3302076186119794
advertisements,14,3924,8.27,839.68,0.37,278.08,31.0,0.97,0.4159233564585398
advertiser,10,1149,7.05,931.84,0.17,411.38,31.0,0.94,0.6774923127747706
advertisers,11,2489,7.82,872.64,0.23,309.38,33.0,1.0,0.5154633935605194
advertises,10,839,6.73,936.16,0.55,395.7,32.0,1.0,0.7086478107290793
advertising,11,21735,9.99,850.21,0.1,301.56,33.0,0.97,0.27895097964473586
advice,6,44488,10.7,599.59,-0.67,165.9,34.0,1.0,0.0230743818454423
advisability,12,59,4.08,1059.64,0.87,399.68,28.0,0.88,0.9355797819623389
advisable,9,1201,7.09,850.2,0.21,339.78,30.0,0.88,0.5468476023480979
advise,6,9061,9.11,726.86,-0.37,413.66,29.0,0.94,0.18088485680160607
advised,7,5552,8.62,685.74,-0.43,311.99,35.0,1.0,0.16530710782445174
advisedly,9,30,3.4,838.41,0.05,456.23,29.0,0.88,0.8136514955147265
advisement,10,79,4.37,832.74,0.07,462.91,27.0,0.93,0.7473253538664837
adviser,7,1024,6.93,666.2,-0.39,261.08,30.0,0.88,0.2631699321491195
advisers,8,406,6.01,750.18,-0.23,312.57,33.0,1.0,0.48252903356966786
advises,7,858,6.75,760.23,-0.18,263.88,30.0,0.94,0.4272064242331834
advising,8,994,6.9,632.24,-0.5,199.0,33.0,0.94,0.21897791669843206
advisor,7,4536,8.42,635.65,-0.45,189.0,34.0,1.0,0.12487611496531219
advisors,8,1334,7.2,667.27,-0.42,201.67,33.0,1.0,0.24337373891387767
advisory,8,4271,8.36,647.26,-0.32,187.03,27.0,0.93,0.13951360829457957
advocacy,8,3825,8.25,708.86,-0.3,213.0,29.0,0.91,0.21925745216131737
advocate,8,7267,8.89,621.81,-0.4,97.63,32.0,0.97,0.090340779141572
advocated,9,1584,7.37,724.47,-0.1,169.92,30.0,0.91,0.3129780691723209
advocates,9,5650,8.64,641.09,-0.43,164.43,33.0,0.97,0.1188279840410663
advocating,10,3091,8.04,785.23,0.06,269.94,35.0,1.0,0.348250362125486
aegean,6,1582,7.37,1022.24,0.87,366.69,17.0,0.5,0.771238342100582
aerate,6,132,4.88,954.71,1.09,178.9,7.0,0.21,0.8452644151355747
aerated,7,65,4.17,1144.17,1.11,344.79,12.0,0.39,0.96399074991741
aerates,7,20,3.0,910.0,0.6,168.35,5.0,0.16,0.8905745724378034
aeration,8,204,5.32,1068.22,1.36,257.66,9.0,0.3,0.9065589184518817
aerator,7,58,4.06,913.91,0.78,239.79,11.0,0.34,0.850550176615588
aerial,6,2841,7.95,828.33,0.09,373.28,27.0,0.84,0.42751137201087647
aerials,7,63,4.14,799.83,0.0,224.93,23.0,0.68,0.7228024700769993
aerobatic,9,185,5.22,817.16,0.06,367.85,25.0,0.81,0.6618129145383853
aerobic,7,1375,7.23,721.06,-0.19,148.52,33.0,0.94,0.31996645574445376
aerodynamic,11,503,6.22,1020.77,0.88,330.96,26.0,0.79,0.8364209295824757
aeronaut,8,1,0.0,1022.16,0.87,302.88,19.0,0.61,0.9858961652816955
aeronautical,12,557,6.32,948.22,0.85,301.92,23.0,0.77,0.7539833803461157
aeronautics,11,712,6.57,984.69,0.84,323.4,26.0,0.84,0.7795735813575259
aeroplane,9,218,5.38,842.48,0.38,326.88,23.0,0.77,0.6842774008284415
aerosol,7,421,6.04,812.97,-0.01,375.75,33.0,0.94,0.5836700465045361
aerosolized,11,36,3.58,1195.31,1.29,453.15,13.0,0.46,0.9818047825976468
aerosols,8,274,5.61,783.73,0.09,188.03,26.0,0.79,0.5755126934512464
aerospace,9,3557,8.18,883.6,0.37,351.79,30.0,0.94,0.4999364692129806
aeschylus,9,80,4.38,1319.44,1.13,640.89,9.0,0.28,0.991258163706132
aesthetic,9,1575,7.36,898.81,0.38,323.76,32.0,0.94,0.6017382023328505
aesthetics,10,954,6.86,803.41,0.17,213.94,29.0,0.88,0.49017814032680235
afar,4,446,6.1,755.96,-0.03,222.85,27.0,0.77,0.4836471754212091
affable,7,81,4.39,779.11,0.17,288.3,18.0,0.56,0.6741378872201469
affair,6,5294,8.57,636.61,-0.55,202.85,33.0,1.0,0.11824350080048791
affairs,7,12423,9.43,668.73,-0.53,203.28,33.0,0.97,0.10416507839699118
affect,6,18690,9.84,663.26,-0.4,146.11,31.0,0.97,0.08109069655154888
affectation,11,102,4.62,890.3,0.35,500.64,23.0,0.7,0.7968031307971843
affected,8,12344,9.42,748.39,-0.27,277.22,31.0,0.91,0.1853574242077711
affecting,9,3851,8.26,747.36,-0.12,283.37,28.0,0.9,0.2713781098320246
affectingly,11,0,0.0,927.65,0.62,334.33,26.0,0.79,0.9690478005641534
affection,9,1910,7.55,695.9,-0.32,215.76,30.0,0.88,0.25552082539198495
affectionate,12,1171,7.07,926.03,0.48,313.14,30.0,0.91,0.6671749129628218
affectionately,14,258,5.55,971.48,0.79,333.5,33.0,0.97,0.825671520418795
affections,10,321,5.77,790.22,-0.05,330.9,32.0,1.0,0.5709638891006582
affects,7,6036,8.71,656.67,-0.52,206.12,33.0,0.97,0.1290183222789764
afferent,8,77,4.34,1104.62,0.61,480.27,13.0,0.39,0.9483113516810247
affianced,9,17,2.83,884.25,0.43,338.6,8.0,0.24,0.8806891819775864
affidavit,9,743,6.61,925.94,0.7,263.15,16.0,0.5,0.7039211201748368
affidavits,10,366,5.9,953.08,0.65,427.23,24.0,0.73,0.7868160910777363
affiliate,9,2464,7.81,813.34,0.13,266.1,32.0,0.97,0.4154151101623847
affiliated,10,4536,8.42,794.81,-0.07,264.67,31.0,0.94,0.3299789077787096
affiliates,10,1793,7.49,870.3,0.24,323.01,30.0,0.91,0.5426037457752027
affiliation,11,3018,8.01,855.35,0.16,304.79,31.0,0.97,0.467942364870016
affiliations,12,1047,6.95,753.5,0.02,227.92,34.0,0.97,0.39747401590810905
affinities,10,90,4.5,814.28,0.28,154.91,18.0,0.58,0.7146197047089019
affinity,8,1254,7.13,799.89,0.02,243.36,27.0,0.79,0.45871769459480066
affirm,6,671,6.51,687.81,-0.32,161.35,32.0,0.94,0.33188483138929126
affirmation,11,868,6.77,759.41,-0.13,317.24,32.0,0.97,0.4234708139564433
affirmations,12,456,6.12,767.9,0.09,211.63,31.0,0.97,0.5016390943051002
affirmative,11,6289,8.75,769.69,-0.15,195.03,32.0,0.97,0.2637798277045056
affirmatively,13,120,4.79,897.72,0.52,327.2,32.0,0.97,0.794439785520063
affirmed,8,880,6.78,759.13,-0.18,358.43,31.0,0.91,0.42189525043836246
affirming,9,339,5.83,743.52,-0.13,221.58,31.0,0.94,0.4877639704200656
